classes;temp;sd;var_coef
DUN;27,601769452157896;6,935346895413529;0,25126457589737333
FOD;23,738991222036645;4,949029234211104;0,20847681301709967
LCP;22,290677940094213;4,342134055190152;0,19479596209947303
LCR;22,073257281470774;4,42603644915008;0,20051578218433044
RAA;24,272357950440096;5,242468626480485;0,2159851398526953
SIL;24,174928105744073;4,949305790021478;0,20472887316862384
URB;28,89991925237939;7,047727093825214;0,2438666707778071
VHE;28,589549897765323;6,783960597740241;0,23728812177873787
